Age,Gender,Stream,Internships,CGPA,HistoryOfBacklogs,PlacedOrNot,CodingSkills,Aptitude Skills,TechnicalSkills,Communication Skills
21,Female,Electronics And Communication,1,7,0,1,31,20,18,76
22,Female,Information Technology,1,7,1,1,32,31,21,25
21,Male,Mechanical,2,6,0,1,11,21,28,27
22,Male,Mechanical,2,6,0,1,32,29,31,24
21,Male,Information Technology,2,7,0,1,25,26,36,28
22,Male,Computer Science,2,7,0,1,26,21,21,26
21,Male,Electrical,1,6,0,0,36,21,21,23
21,Female,Computer Science,1,6,0,1,39,25,17,25
22,Male,Civil,2,6,0,1,40,26,14,26
22,Male,Computer Science,1,7,0,1,45,23,14,31
21,Male,Information Technology,1,8,0,1,47,24,18,32
21,Male,Computer Science,2,7,0,1,42,28,19,36
22,Female,Mechanical,1,6,0,0,47,29,16,39
22,Female,Information Technology,1,8,0,1,48,32,17,34
22,Male,Mechanical,1,6,0,0,49,31,14,37
21,Male,Computer Science,1,8,1,1,89,34,17,32
21,Male,Computer Science,2,8,1,1,85,36,16,50
22,Male,Information Technology,2,8,0,1,84,12,19,51
22,Male,Mechanical,1,7,0,0,74,21,18,41
22,Male,Computer Science,2,7,0,0,85,25,17,12
21,Male,Computer Science,2,8,0,1,86,27,35,19
22,Male,Mechanical,1,7,0,0,89,36,36,31
21,Male,Computer Science,2,7,0,1,52,35,32,28
22,Male,Civil,1,6,0,0,58,32,24,24
22,Male,Civil,2,8,1,1,59,31,35,26
21,Male,Electrical,2,7,0,1,66,27,28,28
21,Female,Computer Science,1,6,1,0,62,26,27,27
22,Male,Computer Science,1,6,1,0,64,26,26,29
22,Male,Electrical,2,7,0,0,55,25,21,27
22,Female,Electronics And Communication,1,7,1,0,56,21,25,25
22,Male,Civil,1,7,0,0,76,14,12,21
21,Male,Electronics And Communication,2,6,0,1,87,14,21,21
21,Female,Electrical,2,8,0,1,98,12,21,24
22,Male,Computer Science,2,8,0,1,89,17,23,21
22,Female,Electronics And Communication,2,6,0,1,67,16,10,23
22,Male,Computer Science,1,7,0,0,65,15,14,25
21,Female,Electronics And Communication,1,8,1,1,87,14,11,20
22,Male,Electronics And Communication,1,7,0,0,78,13,12,21
21,Male,Mechanical,2,8,1,1,85,12,13,24
21,Male,Electronics And Communication,1,8,0,1,89,11,14,26
22,Female,Electrical,2,7,0,0,80,9,15,25
21,Male,Civil,2,7,0,0,95,8,16,24
22,Male,Information Technology,1,7,0,0,95,7,11,24
22,Female,Electrical,2,6,0,1,90,9,10,21
22,Male,Electronics And Communication,2,6,0,1,70,19,9,23
22,Male,Computer Science,1,6,0,0,50,17,8,20
21,Male,Computer Science,1,8,0,1,60,14,7,10
22,Male,Electronics And Communication,2,6,0,1,90,16,6,20
21,Male,Information Technology,1,7,0,0,70,12,5,10
21,Male,Information Technology,2,7,1,0,94,14,4,20
21,Female,Computer Science,2,7,1,0,55,15,2,21
21,Male,Computer Science,2,8,0,1,88,12,1,24
22,Male,Information Technology,1,7,0,0,45,14,5,22
21,Male,Civil,2,7,0,0,49,19,6,21
21,Female,Computer Science,2,8,0,1,51,17,4,16
22,Male,Mechanical,1,6,0,0,65,14,8,15
22,Male,Mechanical,1,7,0,0,85,32,31,11
22,Male,Information Technology,1,6,0,0,40,31,32,24
21,Male,Electrical,1,6,0,0,90,32,24,26
21,Male,Mechanical,1,6,0,0,55,34,25,25
22,Male,Electrical,1,6,0,0,60,39,29,24
22,Male,Mechanical,2,8,0,1,78,36,26,29
22,Male,Information Technology,1,7,0,0,84,35,27,28
22,Male,Civil,1,6,0,0,74,30,31,27
21,Male,Information Technology,1,7,1,0,58,47,25,24
21,Female,Computer Science,2,8,0,1,52,42,24,26
22,Male,Electronics And Communication,2,7,0,0,67,41,22,25
22,Male,Electronics And Communication,2,7,1,0,47,45,20,25
22,Male,Mechanical,1,8,0,1,63,52,66,21
22,Male,Computer Science,1,6,0,0,53,54,65,24
22,Male,Electronics And Communication,1,7,1,0,52,58,62,54
22,Male,Electronics And Communication,1,8,1,1,80,59,78,53
21,Female,Electrical,1,8,1,1,74,59,74,50
22,Female,Computer Science,1,7,0,0,58,53,70,52
22,Female,Information Technology,1,9,0,1,64,54,64,51
21,Male,Mechanical,2,8,0,1,74,57,61,56
21,Male,Electronics And Communication,2,7,1,1,20,59,68,54
22,Male,Civil,2,7,0,0,25,58,62,59
21,Male,Information Technology,2,9,0,1,25,52,68,58
21,Male,Civil,2,7,1,0,24,65,62,54
22,Male,Information Technology,1,9,0,1,21,64,61,55
22,Male,Computer Science,1,7,1,0,21,85,90,52
21,Female,Computer Science,2,7,0,1,26,90,85,30
21,Male,Information Technology,1,9,0,1,31,85,90,35
21,Male,Computer Science,1,8,0,1,34,90,90,45
22,Male,Mechanical,1,9,0,1,25,85,80,20
21,Male,Computer Science,2,9,0,1,17,75,80,75
21,Female,Electronics And Communication,2,9,0,1,18,79,80,78
21,Male,Electronics And Communication,1,8,0,1,19,65,70,78
22,Male,Computer Science,1,9,0,1,20,75,74,75
21,Male,Electrical,1,8,1,1,21,91,85,60
21,Male,Electronics And Communication,2,8,0,1,25,82,69,71
22,Male,Information Technology,2,8,0,1,26,97,91,85
21,Male,Mechanical,2,9,0,1,23,89,65,93
21,Male,Electrical,2,7,1,1,24,90,80,80
21,Male,Mechanical,1,9,1,1,21,72,72,86
22,Female,Electrical,2,8,0,1,26,70,65,68
21,Male,Civil,2,9,0,1,24,74,60,55
22,Male,Mechanical,1,9,0,1,23,70,60,55
21,Female,Information Technology,2,9,0,1,26,70,65,55
22,Female,Electronics And Communication,1,8,1,1,12,70,70,60
22,Male,Electronics And Communication,1,8,0,1,21,60,65,70
22,Male,Electronics And Communication,2,9,0,1,32,40,60,40
21,Male,Information Technology,1,8,0,1,25,55,45,45
22,Female,Civil,1,8,0,1,24,80,87,47
21,Female,Civil,1,7,0,0,26,82,80,74
21,Female,Electrical,1,9,0,1,24,78,82,77
22,Male,Computer Science,1,9,0,1,21,80,78,86
22,Female,Information Technology,2,8,0,1,23,39,47,70
22,Male,Civil,2,9,1,1,29,64,62,48
21,Male,Mechanical,1,7,0,0,10,42,46,60
22,Male,Information Technology,2,7,0,0,12,64,62,47
22,Male,Civil,2,8,0,1,10,54,52,67
22,Male,Computer Science,2,7,1,0,5,56,54,59
21,Male,Information Technology,1,9,0,1,6,80,74,56
22,Male,Computer Science,1,8,0,1,7,78,79,89
22,Male,Civil,1,7,0,0,8,54,54,80
21,Female,Computer Science,2,8,0,1,9,68,65,57
21,Male,Civil,2,7,0,1,10,75,76,64
22,Male,Electronics And Communication,2,8,0,1,11,24,30,74
22,Male,Mechanical,1,7,0,0,12,20,40,74
21,Male,Electrical,1,7,0,1,26,26,27,40
22,Male,Electrical,2,8,0,1,36,26,31,60
22,Male,Electrical,1,8,1,1,24,20,18,76
21,Female,Computer Science,1,8,0,1,14,31,21,25
21,Male,Mechanical,1,7,0,0,12,21,28,27
21,Male,Information Technology,1,9,0,1,26,29,31,24
22,Male,Electrical,0,9,0,1,36,26,36,28
21,Female,Information Technology,0,9,0,1,41,21,21,26
21,Male,Electronics And Communication,0,8,0,1,21,21,21,23
21,Female,Computer Science,1,9,0,1,28,25,17,25
22,Male,Information Technology,1,7,0,0,35,26,14,26
21,Male,Mechanical,1,8,1,1,31,23,14,31
21,Male,Mechanical,0,9,1,1,31,24,18,32
22,Male,Information Technology,0,7,0,0,32,28,19,36
21,Male,Information Technology,0,8,0,1,11,29,16,39
22,Male,Civil,0,8,0,1,32,32,17,34
21,Male,Mechanical,0,8,0,1,25,31,14,37
22,Female,Computer Science,0,9,1,1,26,34,17,32
22,Female,Information Technology,1,8,0,1,36,36,16,50
21,Male,Mechanical,0,7,0,0,39,12,19,51
21,Male,Electrical,0,7,0,0,40,21,18,41
22,Male,Mechanical,0,9,0,1,45,25,17,12
22,Male,Information Technology,1,7,0,0,47,27,35,19
22,Male,Mechanical,2,9,0,1,42,36,36,31
21,Male,Electrical,0,8,0,1,47,35,32,28
21,Male,Information Technology,1,8,0,1,48,32,24,24
22,Male,Information Technology,1,9,0,1,49,31,35,26
22,Female,Computer Science,0,9,0,1,89,27,28,28
21,Male,Civil,1,9,0,1,85,26,27,27
22,Female,Information Technology,2,8,0,1,84,26,26,29
21,Male,Information Technology,1,9,0,1,74,25,21,27
22,Male,Civil,0,9,1,1,85,21,25,25
21,Male,Electrical,0,8,0,1,86,14,12,21
22,Male,Computer Science,1,9,0,1,89,14,21,21
22,Male,Electrical,0,8,0,1,52,12,21,24
21,Male,Electronics And Communication,1,8,0,1,58,17,23,21
21,Male,Electrical,0,8,0,1,59,16,10,23
21,Male,Civil,0,9,1,1,66,15,14,25
21,Male,Computer Science,1,9,0,1,62,14,11,20
21,Male,Civil,0,9,0,1,64,13,12,21
21,Female,Information Technology,1,8,0,1,55,12,13,24
21,Male,Civil,1,7,0,0,56,11,14,26
21,Male,Computer Science,1,9,0,1,76,9,15,25
22,Male,Electronics And Communication,0,9,0,1,87,8,16,24
22,Male,Electronics And Communication,1,7,1,0,98,7,11,24
21,Female,Electrical,1,8,0,1,89,9,10,21
21,Male,Information Technology,1,8,0,1,67,19,9,23
22,Male,Information Technology,1,8,0,1,65,17,8,20
22,Female,Electrical,1,7,1,0,87,14,7,10
21,Male,Computer Science,1,7,0,0,78,16,6,20
22,Male,Computer Science,1,9,0,1,85,12,5,10
21,Male,Computer Science,2,9,0,1,89,14,4,20
22,Female,Computer Science,0,9,1,1,80,15,2,21
21,Male,Information Technology,0,7,0,1,95,12,1,24
22,Male,Mechanical,0,8,0,1,95,14,5,22
22,Male,Computer Science,2,8,0,1,90,19,6,21
21,Male,Electronics And Communication,0,8,0,1,70,17,4,16
21,Male,Mechanical,1,9,0,1,50,14,8,15
22,Female,Information Technology,1,9,0,1,60,32,31,11
21,Male,Mechanical,0,9,0,1,90,31,32,24
21,Male,Civil,0,9,0,1,70,32,24,26
21,Male,Civil,0,7,0,0,94,34,25,25
21,Male,Information Technology,0,9,0,1,55,39,29,24
21,Male,Information Technology,0,9,0,1,88,36,26,29
21,Male,Mechanical,1,7,0,0,45,35,27,28
21,Male,Electronics And Communication,1,8,1,1,49,30,31,27
21,Male,Mechanical,1,9,0,1,51,47,25,24
22,Male,Computer Science,1,8,0,1,65,42,24,26
22,Male,Computer Science,1,8,1,1,85,41,22,25
22,Male,Information Technology,1,9,0,1,40,45,20,25
22,Male,Electronics And Communication,0,7,0,0,90,52,66,21
21,Female,Electronics And Communication,1,7,0,1,55,54,65,24
21,Male,Electronics And Communication,1,8,1,1,60,58,62,54
22,Male,Mechanical,0,9,0,1,78,59,78,53
22,Male,Computer Science,1,9,0,1,84,59,74,50
22,Male,Mechanical,0,7,0,0,74,53,70,52
21,Male,Information Technology,0,7,0,1,58,54,64,51
22,Male,Mechanical,1,9,0,1,52,57,61,56
22,Male,Electrical,0,9,0,1,67,59,68,54
21,Male,Computer Science,2,9,1,1,47,58,62,59
22,Male,Computer Science,3,9,0,1,63,52,68,58
22,Male,Mechanical,0,9,1,1,53,65,62,54
21,Male,Information Technology,2,9,0,1,52,64,61,55
21,Male,Mechanical,1,7,0,0,80,85,90,52
21,Male,Electrical,1,7,0,1,74,90,85,30
22,Male,Information Technology,0,9,0,1,58,85,90,35
22,Female,Mechanical,1,7,0,0,64,90,90,45
22,Male,Civil,0,7,0,0,74,85,80,20
21,Female,Electronics And Communication,1,8,0,1,20,75,80,75
22,Female,Information Technology,0,9,0,1,25,79,80,78
22,Male,Mechanical,0,9,0,1,25,65,70,78
22,Male,Mechanical,0,8,0,1,24,75,74,75
21,Male,Computer Science,0,9,0,1,21,91,85,60
21,Male,Information Technology,1,7,0,0,21,82,69,71
21,Male,Electrical,2,8,1,1,26,97,91,85
21,Male,Computer Science,1,9,0,1,31,89,65,93
22,Male,Electrical,1,9,0,1,34,90,80,80
22,Male,Information Technology,0,7,0,1,25,72,72,86
22,Female,Information Technology,1,9,0,1,17,70,65,68
21,Male,Mechanical,1,8,0,1,18,74,60,55
22,Female,Computer Science,0,8,0,1,19,70,60,55
21,Male,Civil,0,7,0,0,20,70,65,55
21,Male,Computer Science,0,7,1,0,21,70,70,60
22,Male,Information Technology,0,7,1,0,25,60,65,70
21,Male,Computer Science,0,9,0,1,26,40,60,40
21,Male,Mechanical,0,9,1,1,23,55,45,45
22,Male,Mechanical,2,9,0,1,24,80,87,47
21,Male,Civil,2,8,0,1,21,82,80,74
21,Male,Electrical,0,8,0,1,26,78,82,77
21,Female,Electrical,1,8,1,1,24,80,78,86
22,Male,Electronics And Communication,1,7,0,0,23,39,47,70
22,Female,Electronics And Communication,1,8,1,1,26,64,62,48
21,Male,Computer Science,1,8,0,1,12,42,46,60
22,Male,Computer Science,0,7,1,0,21,64,62,47
22,Male,Computer Science,0,9,0,1,32,54,52,67
21,Male,Electrical,0,8,0,1,25,56,54,59
21,Female,Electrical,1,8,0,1,24,80,74,56
21,Male,Electronics And Communication,1,7,0,0,26,78,79,89
22,Female,Mechanical,1,7,0,0,24,54,54,80
22,Female,Computer Science,1,7,0,0,21,68,65,57
21,Female,Mechanical,1,8,0,1,23,75,76,64
21,Male,Electronics And Communication,0,8,0,1,29,24,30,74
21,Female,Electronics And Communication,1,9,0,1,10,20,40,74
21,Male,Electronics And Communication,0,9,0,1,12,26,27,40
22,Male,Computer Science,1,8,0,1,10,26,31,60
22,Male,Information Technology,0,7,0,0,5,20,18,76
21,Male,Mechanical,0,9,0,1,6,31,21,25
22,Male,Mechanical,0,8,0,1,7,21,28,27
21,Male,Information Technology,0,8,0,1,8,29,31,24
22,Male,Mechanical,0,7,0,0,9,26,36,28
22,Male,Information Technology,1,8,0,1,10,21,21,26
22,Male,Information Technology,0,8,0,1,11,21,21,23
21,Female,Information Technology,0,8,0,1,12,25,17,25
21,Male,Mechanical,0,7,0,0,26,26,14,26
21,Male,Electronics And Communication,0,8,0,1,36,23,14,31
22,Male,Computer Science,0,9,0,1,24,24,18,32
22,Male,Civil,1,7,0,0,14,28,19,36
22,Male,Mechanical,2,7,0,0,12,29,16,39
21,Male,Computer Science,1,9,0,1,26,32,17,34
21,Male,Information Technology,0,9,0,1,36,31,14,37
22,Male,Civil,0,7,1,0,41,34,17,32
21,Male,Information Technology,1,8,0,1,21,36,16,50
21,Male,Electronics And Communication,0,8,0,1,28,12,19,51
21,Male,Electrical,0,9,0,1,35,21,18,41
21,Male,Electronics And Communication,0,8,0,1,31,25,17,12
22,Male,Information Technology,1,9,0,1,31,27,35,19
22,Male,Mechanical,0,9,0,1,32,36,36,31
22,Male,Computer Science,0,7,0,0,11,35,32,28
21,Male,Information Technology,1,8,1,1,32,32,24,24
21,Male,Information Technology,0,7,0,0,25,31,35,26
21,Male,Electrical,0,7,0,0,26,27,28,28
22,Male,Computer Science,1,8,0,1,36,26,27,27
21,Male,Electronics And Communication,0,9,0,1,39,26,26,29
25,Male,Information Technology,0,7,0,1,40,25,21,27
26,Male,Electrical,0,7,0,0,45,21,25,25
24,Male,Information Technology,1,6,1,1,47,14,12,21
25,Male,Electronics And Communication,0,6,0,1,42,14,21,21
26,Female,Computer Science,0,7,0,0,47,12,21,24
26,Male,Computer Science,1,7,0,1,48,17,23,21
26,Male,Computer Science,1,6,0,1,49,16,10,23
26,Male,Information Technology,2,7,0,1,89,15,14,25
24,Female,Computer Science,1,7,0,0,85,14,11,20
26,Female,Civil,1,6,1,1,84,13,12,21
26,Male,Computer Science,0,6,1,1,74,12,13,24
26,Male,Computer Science,1,7,0,0,85,11,14,26
26,Male,Information Technology,1,7,0,0,86,9,15,25
26,Male,Mechanical,0,7,1,0,89,8,16,24
26,Male,Electrical,0,6,0,1,52,7,11,24
25,Male,Information Technology,1,7,0,0,58,9,10,21
26,Male,Mechanical,0,6,0,1,59,19,9,23
24,Male,Electronics And Communication,1,7,1,0,66,17,8,20
26,Male,Electronics And Communication,0,6,0,1,62,14,7,10
26,Male,Computer Science,0,6,0,1,64,16,6,20
24,Female,Computer Science,0,6,1,1,55,12,5,10
24,Male,Computer Science,0,6,1,1,56,14,4,20
24,Male,Electrical,1,7,0,1,76,15,2,21
25,Male,Mechanical,0,7,0,0,87,12,1,24
25,Male,Computer Science,0,6,0,1,98,14,5,22
25,Male,Computer Science,0,7,0,0,89,19,6,21
26,Male,Mechanical,1,6,0,1,67,17,4,16
26,Male,Computer Science,1,7,0,0,65,14,8,15
26,Male,Computer Science,0,6,1,1,87,32,31,11
26,Male,Electronics And Communication,1,7,1,0,78,31,32,24
25,Female,Computer Science,0,7,0,0,85,32,24,26
25,Male,Computer Science,2,6,0,1,89,34,25,25
25,Male,Mechanical,0,7,0,0,80,39,29,24
26,Male,Civil,0,7,0,0,95,36,26,29
25,Female,Computer Science,1,7,0,1,95,35,27,28
26,Male,Information Technology,1,6,0,1,90,30,31,27
26,Female,Computer Science,0,7,0,1,70,47,25,24
26,Female,Information Technology,0,7,0,1,50,42,24,26
26,Male,Computer Science,1,6,0,1,60,41,22,25
26,Female,Information Technology,0,7,0,0,90,45,20,25
24,Male,Information Technology,1,7,0,0,70,52,66,21
24,Male,Civil,0,6,0,1,94,54,65,24
25,Male,Electronics And Communication,1,6,0,1,55,58,62,54
26,Male,Mechanical,0,7,0,0,88,59,78,53
26,Male,Mechanical,1,6,1,1,45,59,74,50
25,Male,Computer Science,1,7,0,1,49,53,70,52
26,Male,Computer Science,1,7,0,1,51,54,64,51
25,Male,Computer Science,2,7,1,1,65,57,61,56
25,Male,Computer Science,2,7,1,1,85,59,68,54
24,Male,Computer Science,0,6,0,1,40,58,62,59
26,Male,Electrical,0,6,0,1,90,52,68,58
24,Male,Information Technology,0,7,0,1,55,65,62,54
26,Male,Computer Science,1,7,0,1,60,64,61,55
26,Male,Mechanical,1,7,1,0,78,85,90,52
24,Male,Computer Science,1,7,0,1,84,90,85,30
26,Female,Information Technology,0,6,0,1,74,85,90,35
25,Female,Computer Science,0,6,1,1,58,90,90,45
25,Male,Mechanical,1,6,0,1,52,85,80,20
26,Male,Computer Science,1,6,0,1,67,75,80,75
25,Female,Electronics And Communication,0,6,0,1,47,79,80,78
22,Male,Civil,1,6,0,0,63,65,70,78
21,Female,Electrical,0,6,0,0,53,75,74,75
22,Male,Computer Science,1,7,0,0,52,91,85,60
21,Male,Mechanical,0,6,0,0,80,82,69,71
21,Female,Information Technology,0,7,0,0,74,97,91,85
22,Male,Computer Science,1,7,0,0,58,89,65,93
21,Female,Information Technology,1,7,1,0,64,90,80,80
22,Male,Electrical,0,6,0,0,74,72,72,86
21,Male,Information Technology,0,7,0,0,20,70,65,68
22,Male,Information Technology,0,7,0,0,25,74,60,55
21,Male,Information Technology,0,7,1,0,25,70,60,55
21,Female,Information Technology,1,7,0,0,24,70,65,55
22,Male,Electronics And Communication,1,7,0,0,21,70,70,60
22,Male,Electronics And Communication,1,6,1,0,21,60,65,70
21,Male,Electrical,1,7,0,1,26,40,60,40
22,Male,Information Technology,1,6,0,0,31,55,45,45
21,Male,Computer Science,1,6,0,0,34,80,87,47
21,Male,Information Technology,1,6,0,0,25,82,80,74
21,Male,Information Technology,0,7,1,0,17,78,82,77
22,Male,Information Technology,0,6,0,0,18,80,78,86
21,Male,Electronics And Communication,0,7,0,1,19,39,47,70
22,Female,Electrical,1,6,1,0,20,64,62,48
21,Male,Computer Science,1,7,0,0,21,42,46,60
21,Female,Information Technology,0,7,0,0,25,64,62,47
21,Male,Electronics And Communication,1,6,1,0,26,54,52,67
22,Female,Information Technology,3,7,1,0,23,56,54,59
21,Female,Computer Science,1,6,0,0,24,80,74,56
21,Male,Mechanical,0,7,0,0,21,78,79,89
21,Male,Computer Science,1,8,0,1,26,54,54,80
22,Female,Information Technology,0,8,0,1,24,68,65,57
22,Female,Information Technology,1,8,0,1,23,75,76,64
21,Male,Electronics And Communication,1,7,1,0,26,24,30,74
21,Male,Information Technology,1,6,0,0,12,20,40,74
21,Female,Information Technology,1,8,0,1,21,26,27,40
22,Male,Mechanical,0,8,0,1,32,26,31,60
22,Male,Mechanical,0,7,1,0,25,20,18,76
22,Male,Information Technology,2,8,0,1,24,31,21,25
22,Female,Computer Science,0,6,1,0,26,21,28,27
21,Male,Information Technology,2,6,0,1,24,29,31,24
22,Male,Electrical,0,8,1,1,21,26,36,28
22,Male,Civil,1,7,0,0,23,21,21,26
22,Female,Civil,1,6,1,0,29,21,21,23
22,Male,Information Technology,3,8,0,1,10,25,17,25
21,Male,Electronics And Communication,1,7,0,0,12,26,14,26
22,Male,Mechanical,0,6,0,0,10,23,14,31
22,Male,Civil,0,8,1,1,5,24,18,32
22,Male,Civil,0,7,1,0,6,28,19,36
21,Female,Computer Science,0,8,1,1,7,29,16,39
22,Male,Information Technology,1,6,0,0,8,32,17,34
22,Male,Mechanical,0,6,0,0,9,31,14,37
21,Male,Computer Science,2,6,0,1,10,34,17,32
22,Male,Information Technology,0,8,1,1,11,36,16,50
22,Male,Civil,0,6,0,0,12,12,19,51
22,Female,Mechanical,1,8,0,1,26,21,18,41
21,Male,Civil,2,7,1,0,36,25,17,12
21,Male,Mechanical,0,7,0,0,24,27,35,19
21,Male,Information Technology,0,6,1,0,14,36,36,31
21,Male,Mechanical,0,6,1,0,12,35,32,28
22,Male,Information Technology,0,7,1,0,26,32,24,24
22,Male,Electronics And Communication,1,8,0,1,36,31,35,26
21,Male,Information Technology,2,8,0,1,41,27,28,28
22,Male,Electronics And Communication,1,7,0,0,21,26,27,27
22,Male,Computer Science,1,8,0,1,28,26,26,29
22,Male,Computer Science,1,7,0,0,35,25,21,27
21,Male,Electronics And Communication,0,8,1,1,31,21,25,25
22,Male,Mechanical,0,8,0,1,31,14,12,21
21,Male,Computer Science,0,7,1,0,32,14,21,21
22,Male,Electronics And Communication,0,7,0,0,11,12,21,24
22,Female,Electronics And Communication,3,6,0,1,32,17,23,21
21,Male,Electrical,0,8,0,1,25,16,10,23
21,Female,Electronics And Communication,2,7,0,1,26,15,14,25
21,Male,Electrical,0,7,0,0,36,14,11,20
21,Male,Electrical,0,6,0,0,39,13,12,21
22,Male,Computer Science,2,7,0,0,40,12,13,24
22,Male,Information Technology,1,8,0,1,45,11,14,26
21,Male,Electronics And Communication,0,7,0,0,47,9,15,25
22,Male,Computer Science,0,6,0,0,42,8,16,24
21,Male,Civil,2,8,0,1,47,7,11,24
21,Male,Information Technology,1,6,0,0,48,9,10,21
21,Female,Information Technology,0,6,0,0,49,19,9,23
21,Male,Information Technology,0,7,1,0,89,17,8,20
22,Male,Information Technology,1,6,0,0,85,14,7,10
22,Female,Computer Science,1,6,0,0,84,16,6,20
21,Male,Electrical,1,7,0,1,74,12,5,10
28,Female,Computer Science,3,8,0,1,85,14,4,20
21,Male,Computer Science,0,7,1,0,86,15,2,21
22,Male,Information Technology,0,7,1,0,89,12,1,24
21,Female,Computer Science,0,6,0,0,52,14,5,22
22,Female,Electronics And Communication,0,8,0,1,58,19,6,21
22,Male,Computer Science,1,6,0,0,59,17,4,16
21,Male,Electrical,0,8,0,1,66,14,8,15
21,Male,Information Technology,2,8,0,1,62,32,31,11
22,Male,Computer Science,0,8,1,1,64,31,32,24
22,Female,Electrical,1,8,0,1,55,32,24,26
22,Female,Computer Science,0,6,0,0,56,34,25,25
21,Male,Computer Science,1,6,0,0,76,39,29,24
22,Male,Electronics And Communication,0,6,0,0,87,36,26,29
21,Male,Electronics And Communication,1,6,0,0,98,35,27,28
21,Male,Computer Science,0,7,0,0,89,30,31,27
22,Male,Mechanical,0,6,0,0,67,47,25,24
22,Male,Computer Science,1,8,0,1,65,42,24,26
21,Male,Civil,0,8,0,1,87,41,22,25
22,Male,Computer Science,1,8,0,1,78,45,20,25
22,Male,Information Technology,0,7,0,0,85,52,66,21
22,Male,Mechanical,1,7,1,0,89,54,65,24
21,Male,Information Technology,1,6,0,0,80,58,62,54
22,Male,Information Technology,2,8,0,1,95,59,78,53
21,Male,Information Technology,1,8,0,1,95,59,74,50
21,Male,Electrical,0,6,0,0,90,53,70,52
22,Male,Information Technology,1,7,0,0,70,54,64,51
21,Male,Information Technology,0,7,0,0,50,57,61,56
21,Male,Electrical,0,8,0,1,60,59,68,54
21,Male,Mechanical,0,7,0,0,90,58,62,59
21,Male,Electronics And Communication,0,6,0,0,70,52,68,58
22,Female,Information Technology,0,7,0,0,94,65,62,54
22,Male,Mechanical,1,8,0,1,55,64,61,55
22,Male,Computer Science,3,6,0,1,88,85,90,52
21,Male,Electronics And Communication,1,6,0,0,45,90,85,30
22,Male,Electronics And Communication,0,7,0,0,49,85,90,35
21,Male,Computer Science,2,7,0,1,51,90,90,45
22,Male,Electrical,0,6,0,0,65,85,80,20
21,Male,Computer Science,0,6,0,0,85,75,80,75
22,Male,Electronics And Communication,1,6,0,0,40,79,80,78
22,Male,Information Technology,1,8,0,1,90,65,70,78
22,Female,Civil,1,8,1,1,55,75,74,75
22,Male,Computer Science,3,6,1,0,60,91,85,60
21,Male,Information Technology,0,6,0,0,78,82,69,71
22,Male,Civil,0,8,0,1,84,97,91,85
22,Male,Electronics And Communication,1,6,0,0,74,89,65,93
22,Female,Civil,1,6,0,0,58,90,80,80
21,Male,Information Technology,0,8,0,1,52,72,72,86
21,Male,Computer Science,1,7,0,0,67,70,65,68
22,Male,Information Technology,1,8,0,1,47,74,60,55
21,Male,Computer Science,0,7,0,0,63,70,60,55
21,Male,Electrical,0,8,0,1,53,70,65,55
21,Male,Information Technology,0,7,0,0,52,70,70,60
21,Male,Electrical,2,8,1,1,80,60,65,70
22,Female,Computer Science,1,6,0,0,74,40,60,40
21,Female,Computer Science,1,7,0,0,58,55,45,45
22,Male,Information Technology,1,8,0,1,64,80,87,47
24,Male,Computer Science,1,8,0,1,74,82,80,74
24,Male,Computer Science,1,6,1,1,20,78,82,77
22,Male,Information Technology,1,6,0,1,25,80,78,86
24,Male,Computer Science,1,7,0,1,25,39,47,70
24,Male,Computer Science,1,7,0,1,24,64,62,48
24,Male,Computer Science,1,7,0,1,21,42,46,60
24,Female,Information Technology,1,6,0,1,21,64,62,47
24,Male,Computer Science,0,8,0,1,26,54,52,67
20,Female,Electrical,1,7,1,0,31,56,54,59
21,Male,Computer Science,1,7,0,1,34,80,74,56
23,Male,Electronics And Communication,0,7,0,0,25,78,79,89
22,Female,Computer Science,1,8,0,1,17,54,54,80
23,Male,Computer Science,1,7,0,1,18,68,65,57
23,Male,Electrical,2,7,0,0,19,75,76,64
22,Female,Computer Science,2,7,1,1,20,24,30,74
24,Male,Computer Science,1,6,0,1,21,20,40,74
22,Male,Information Technology,2,7,0,0,25,26,27,40
24,Male,Computer Science,0,6,0,1,26,26,31,60
22,Male,Information Technology,0,6,0,0,23,20,18,76
23,Male,Mechanical,0,7,0,0,24,31,21,25
22,Male,Electrical,1,7,0,0,21,21,28,27
23,Male,Electronics And Communication,1,6,1,1,26,29,31,24
23,Male,Electrical,0,8,1,1,24,26,36,28
20,Male,Electrical,1,8,0,1,23,21,21,26
24,Male,Mechanical,0,7,0,0,26,21,21,23
24,Male,Computer Science,2,6,0,1,12,25,17,25
20,Male,Computer Science,1,6,0,0,21,26,14,26
24,Male,Mechanical,0,6,0,1,32,23,14,31
22,Female,Electrical,1,7,0,0,25,24,18,32
20,Male,Civil,1,6,0,0,24,28,19,36
23,Male,Electronics And Communication,1,6,1,1,26,29,16,39
23,Male,Mechanical,0,6,0,0,24,32,17,34
22,Male,Computer Science,1,6,0,0,21,31,14,37
22,Male,Mechanical,1,7,0,0,23,34,17,32
23,Male,Computer Science,0,7,0,0,29,36,16,50
22,Male,Computer Science,1,8,0,1,10,12,19,51
20,Male,Computer Science,0,8,1,1,12,21,18,41
20,Female,Computer Science,1,7,0,1,10,25,17,12
21,Male,Electrical,0,7,0,1,5,27,35,19
